Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
U109_N2_RNA_S78_L001_R2	U109_N2_RNA_S78_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42807019.0	5.1 Gbp	0.0	26-141	39.0	50.30602815917984	120.64570300959289	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U109_U1_RNA_S79_L001_R1	U109_U1_RNA_S79_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47166157.0	5.6 Gbp	0.0	26-141	39.0	43.51906653861869	119.59486913466365	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U109_U1_RNA_S79_L001_R2	U109_U1_RNA_S79_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46256223.0	5.5 Gbp	0.0	26-141	39.0	48.15376343344514	120.00064994498146	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U11_N1_RNA_S42_L001_R1	U11_N1_RNA_S42_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34616637.0	4 Gbp	0.0	26-141	39.0	49.08354486860774	118.18704431051462	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U11_N1_RNA_S42_L001_R2	U11_N1_RNA_S42_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33981684.0	4 Gbp	0.0	26-141	39.0	54.42002753000629	118.1949110291297	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U11_U1_RNA_S43_L001_R1	U11_U1_RNA_S43_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37810803.0	4.4 Gbp	0.0	26-141	38.0	45.91413531385133	118.36317676194288	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U11_U1_RNA_S43_L001_R2	U11_U1_RNA_S43_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36823696.0	4.3 Gbp	0.0	26-141	39.0	49.711218913080195	118.95968574148559	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U12_N1_RNA_S44_L001_R1	U12_N1_RNA_S44_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31946332.0	3.8 Gbp	0.0	26-141	38.0	47.95332445111592	121.30776738312242	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U12_N1_RNA_S44_L001_R2	U12_N1_RNA_S44_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31420338.0	3.8 Gbp	0.0	26-141	39.0	52.42253502428718	121.9460179900038	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U12_U1_RNA_S45_L001_R1	U12_U1_RNA_S45_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34355109.0	4.2 Gbp	0.0	26-141	39.0	47.78545354404519	122.484785567119	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U12_U1_RNA_S45_L001_R2	U12_U1_RNA_S45_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33767748.0	4.1 Gbp	0.0	26-141	39.0	53.02649294324656	122.72292839901553	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U21_N1_RNA_S46_L001_R1	U21_N1_RNA_S46_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35064656.0	4.2 Gbp	0.0	26-141	40.0	48.26631839238244	119.8129839060734	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	pass	pass
U21_N1_RNA_S46_L001_R2	U21_N1_RNA_S46_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34649162.0	4.1 Gbp	0.0	26-141	40.0	52.392529693797805	120.21553791113332	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U21_U2_RNA_S47_L001_R1	U21_U2_RNA_S47_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37530261.0	4.5 Gbp	0.0	26-141	39.0	45.81659124694409	120.98653470595369	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U21_U2_RNA_S47_L001_R2	U21_U2_RNA_S47_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36971249.0	4.4 Gbp	0.0	26-141	39.0	50.50888651542896	121.32933637162218	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U22_N1_RNA_S48_L001_R1	U22_N1_RNA_S48_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38715238.0	4.6 Gbp	0.0	26-141	39.0	46.83896260238443	119.35741487628205	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	pass	pass
U22_N1_RNA_S48_L001_R2	U22_N1_RNA_S48_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38121618.0	4.5 Gbp	0.0	26-141	40.0	50.3599178160298	119.9671371241378	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U22_U1_RNA_S49_L001_R1	U22_U1_RNA_S49_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31648658.0	3.8 Gbp	0.0	26-141	39.0	47.92858219747714	121.66825550707395	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U22_U1_RNA_S49_L001_R2	U22_U1_RNA_S49_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31107010.0	3.7 Gbp	0.0	26-141	39.0	52.368910575240356	121.94471017947401	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U33_N1_RNA_S50_L001_R1	U33_N1_RNA_S50_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31848807.0	3.9 Gbp	0.0	26-141	38.0	47.76973456309841	123.03550167514909	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U33_N1_RNA_S50_L001_R2	U33_N1_RNA_S50_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31036911.0	3.8 Gbp	0.0	26-141	38.0	52.8389139614028	123.29695342426314	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U33_U1_RNA_S51_L001_R1	U33_U1_RNA_S51_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32281750.0	3.7 Gbp	0.0	26-141	35.0	37.72562874440219	115.59329943389066	137	pass	pass	pass	pass	pass	fail	pass	warn	fail	fail	fail
U33_U1_RNA_S51_L001_R2	U33_U1_RNA_S51_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29661273.0	3.5 Gbp	0.0	26-141	36.0	37.323287004199344	119.21685579711969	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	fail	pass
U34_N1_RNA_S52_L001_R1	U34_N1_RNA_S52_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34176089.0	4.1 Gbp	0.0	26-141	38.0	46.73447204376297	122.26403416142789	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U34_N1_RNA_S52_L001_R2	U34_N1_RNA_S52_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33689729.0	4.1 Gbp	0.0	26-141	39.0	51.33867630882494	122.77494342563575	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U34_U1_RNA_S53_L001_R1	U34_U1_RNA_S53_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35910804.0	3.9 Gbp	0.0	26-141	35.0	37.26818591029104	111.03192050503799	127	pass	pass	pass	pass	pass	fail	pass	warn	fail	fail	fail
U34_U1_RNA_S53_L001_R2	U34_U1_RNA_S53_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32718162.0	3.7 Gbp	0.0	26-141	36.0	35.23388913166905	114.41356794431178	137	pass	pass	pass	pass	pass	fail	pass	warn	fail	fail	pass
U43_N1_RNA_S54_L001_R1	U43_N1_RNA_S54_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29743663.0	3.6 Gbp	0.0	26-141	38.0	48.09049526242218	122.96311570636071	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U43_N1_RNA_S54_L001_R2	U43_N1_RNA_S54_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29039413.0	3.5 Gbp	0.0	26-141	38.0	52.89608624703048	123.24835116329659	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U43_U1_RNA_S55_L001_R1	U43_U1_RNA_S55_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32089359.0	3.9 Gbp	0.0	26-141	37.0	46.171987005914644	122.4804611086186	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U43_U1_RNA_S55_L001_R2	U43_U1_RNA_S55_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30842858.0	3.8 Gbp	0.0	26-141	38.0	49.73110011875328	123.46134875049518	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U44_N1_RNA_S56_L001_R1	U44_N1_RNA_S56_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29702017.0	3.6 Gbp	0.0	26-141	38.0	46.46969879806645	121.78601352224665	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U44_N1_RNA_S56_L001_R2	U44_N1_RNA_S56_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29143872.0	3.5 Gbp	0.0	26-141	38.0	50.96421598018631	122.1271944922075	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U44_U1_RNA_S57_L001_R1	U44_U1_RNA_S57_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30968350.0	3.6 Gbp	0.0	26-141	37.0	45.305991555378	119.05335931685092	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U44_U1_RNA_S57_L001_R2	U44_U1_RNA_S57_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29921828.0	3.5 Gbp	0.0	26-141	37.0	49.28273437749915	119.54521358120232	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U55_N2_RNA_S58_L001_R1	U55_N2_RNA_S58_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34769431.0	4.2 Gbp	0.0	26-141	40.0	47.737996104474576	121.74247783922607	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	pass	pass
U55_N2_RNA_S58_L001_R2	U55_N2_RNA_S58_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34401270.0	4.2 Gbp	0.0	26-141	40.0	52.52176507973415	122.20046428518482	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U55_U1_RNA_S59_L001_R1	U55_U1_RNA_S59_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34687271.0	4.2 Gbp	0.0	26-141	39.0	48.393755162593315	122.48641906709813	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U55_U1_RNA_S59_L001_R2	U55_U1_RNA_S59_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34312079.0	4.2 Gbp	0.0	26-141	40.0	53.00103226990465	123.04708097110641	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U56_N1_RNA_S60_L001_R1	U56_N1_RNA_S60_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34751223.0	4.2 Gbp	0.0	26-141	40.0	48.511213742155675	122.25618919944199	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	pass	pass
U56_N1_RNA_S60_L001_R2	U56_N1_RNA_S60_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34436371.0	4.2 Gbp	0.0	26-141	40.0	53.09146754649402	122.77538277770326	141	pass	pass	pass	pass	pass	warn	pass	warn	warn	warn	pass
U56_U1_RNA_S61_L001_R1	U56_U1_RNA_S61_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33900260.0	4.2 Gbp	0.0	26-141	40.0	47.30066093486543	124.84856449478559	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U56_U1_RNA_S61_L001_R2	U56_U1_RNA_S61_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33450775.0	4.1 Gbp	0.0	26-141	40.0	52.120127121239314	125.32973122446342	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U65_N1_RNA_S62_L001_R1	U65_N1_RNA_S62_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35971392.0	4.4 Gbp	0.0	26-141	39.0	47.128026674061964	123.66481121998281	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U65_N1_RNA_S62_L001_R2	U65_N1_RNA_S62_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35608502.0	4.4 Gbp	0.0	26-141	40.0	51.593955397286464	124.29159536113033	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U65_U2_RNA_S63_L001_R1	U65_U2_RNA_S63_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35309872.0	4.2 Gbp	0.0	26-141	39.0	46.03092678801218	121.42400456733459	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U65_U2_RNA_S63_L001_R2	U65_U2_RNA_S63_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34747043.0	4.2 Gbp	0.0	26-141	39.0	50.727537742190584	121.83777819597483	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U66_N1_RNA_S64_L001_R1	U66_N1_RNA_S64_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33565101.0	4.1 Gbp	0.0	26-141	39.0	47.341972995766	123.65791388502004	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U66_N1_RNA_S64_L001_R2	U66_N1_RNA_S64_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32935721.0	4 Gbp	0.0	26-141	40.0	54.55698354026226	123.10685826492154	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U66_U1_RNA_S65_L001_R1	U66_U1_RNA_S65_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36914837.0	4.3 Gbp	0.0	26-141	38.0	45.37505044214607	118.74848110530733	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U66_U1_RNA_S65_L001_R2	U66_U1_RNA_S65_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35731158.0	4.2 Gbp	0.0	26-141	38.0	49.279752712473204	119.20004557366991	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U77_N1_RNA_S66_L001_R1	U77_N1_RNA_S66_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33398844.0	4 Gbp	0.0	26-141	39.0	47.89487110063843	120.93479795288724	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U77_N1_RNA_S66_L001_R2	U77_N1_RNA_S66_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32889568.0	3.9 Gbp	0.0	26-141	39.0	52.66757260124707	121.40204587059337	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U77_U1_RNA_S67_L001_R1	U77_U1_RNA_S67_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24855878.0	2.9 Gbp	0.0	26-141	37.0	50.16224159981692	119.19805275033937	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U77_U1_RNA_S67_L001_R2	U77_U1_RNA_S67_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24227987.0	2.8 Gbp	0.0	26-141	38.0	54.41567159417704	119.63911611806627	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U78_N1_RNA_S68_L001_R1	U78_N1_RNA_S68_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40403233.0	4.8 Gbp	0.0	26-141	38.0	45.36085679061318	118.89544876272649	141	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U78_N1_RNA_S68_L001_R2	U78_N1_RNA_S68_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39379620.0	4.7 Gbp	0.0	26-141	38.0	48.90747815737086	119.75794080796108	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U78_U1_RNA_S69_L001_R1	U78_U1_RNA_S69_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40135718.0	4.9 Gbp	0.0	26-141	38.0	43.97540562906016	124.2345035162944	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U78_U1_RNA_S69_L001_R2	U78_U1_RNA_S69_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39319745.0	4.9 Gbp	0.0	26-141	38.0	49.14472123700945	124.83632091205068	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U87_N1_RNA_S70_L001_R1	U87_N1_RNA_S70_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42579930.0	5.1 Gbp	0.0	26-141	37.0	43.7337437153311	120.22579036649427	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U87_N1_RNA_S70_L001_R2	U87_N1_RNA_S70_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41322929.0	4.9 Gbp	0.0	26-141	38.0	48.70454461345973	120.64970411463331	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U87_U1_RNA_S71_L001_R1	U87_U1_RNA_S71_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36399775.0	4.3 Gbp	0.0	26-141	37.0	44.11892740425032	118.48347911491211	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U87_U1_RNA_S71_L001_R2	U87_U1_RNA_S71_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35341168.0	4.2 Gbp	0.0	26-141	38.0	47.12023239109075	119.5436391066645	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U88_N1_RNA_S72_L001_R1	U88_N1_RNA_S72_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32471610.0	4 Gbp	0.0	26-141	37.0	45.37835583521438	124.14237301445786	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U88_N1_RNA_S72_L001_R2	U88_N1_RNA_S72_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31772272.0	3.9 Gbp	0.0	26-141	38.0	49.68906209557395	124.94214782625555	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U88_U1_RNA_S73_L001_R1	U88_U1_RNA_S73_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38612117.0	4.5 Gbp	0.0	26-141	37.0	43.92215370577694	118.90749750913683	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U88_U1_RNA_S73_L001_R2	U88_U1_RNA_S73_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37495800.0	4.4 Gbp	0.0	26-141	38.0	47.0501395464563	119.98834202764043	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U910_N2_RNA_S74_L001_R1	U910_N2_RNA_S74_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40641501.0	4.8 Gbp	0.0	26-141	38.0	45.331019526571055	120.09586348693175	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U910_N2_RNA_S74_L001_R2	U910_N2_RNA_S74_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39945190.0	4.8 Gbp	0.0	26-141	39.0	50.44356472279481	120.66204098666198	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U910_U2_RNA_S75_L001_R1	U910_U2_RNA_S75_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38155562.0	4.4 Gbp	0.0	26-141	39.0	46.01105630427417	117.56134686209052	137	pass	pass	warn	pass	pass	fail	pass	warn	fail	warn	pass
U910_U2_RNA_S75_L001_R2	U910_U2_RNA_S75_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37716288.0	4.4 Gbp	0.0	26-141	40.0	50.24605831214027	118.1958122708152	137	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U99_N2_RNA_S76_L001_R1	U99_N2_RNA_S76_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22988255.0	2.7 Gbp	0.0	26-141	39.0	52.08423301415449	121.70685821955603	141	pass	pass	pass	pass	pass	fail	pass	warn	warn	warn	pass
U99_N2_RNA_S76_L001_R2	U99_N2_RNA_S76_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22652194.0	2.7 Gbp	0.0	26-141	39.0	56.69386469774141	122.0486719741143	141	pass	pass	warn	pass	pass	fail	pass	warn	warn	warn	pass
U99_U2_RNA_S77_L001_R1	U99_U2_RNA_S77_L001_R1_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45090581.0	5.2 Gbp	0.0	26-141	39.0	43.68504109788503	117.40155652463206	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
U99_U2_RNA_S77_L001_R2	U99_U2_RNA_S77_L001_R2_trimmed.fastq.gz_paired.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44362101.0	5.2 Gbp	0.0	26-141	39.0	48.04136108529277	118.03523974213935	141	pass	pass	pass	pass	pass	fail	pass	warn	fail	warn	pass
