Module	Section	Sample Name	Source
FastQC	all_sections	U65_N1_RNA_S62_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U65_N1_RNA_S62_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U65_N1_RNA_S62_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U65_N1_RNA_S62_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U65_U2_RNA_S63_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U65_U2_RNA_S63_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U65_U2_RNA_S63_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U65_U2_RNA_S63_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U66_N1_RNA_S64_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U66_N1_RNA_S64_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U66_N1_RNA_S64_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U66_N1_RNA_S64_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U66_U1_RNA_S65_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U66_U1_RNA_S65_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U66_U1_RNA_S65_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U66_U1_RNA_S65_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U77_N1_RNA_S66_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U77_N1_RNA_S66_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U77_N1_RNA_S66_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U77_N1_RNA_S66_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U77_U1_RNA_S67_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U77_U1_RNA_S67_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U77_U1_RNA_S67_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U77_U1_RNA_S67_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U78_N1_RNA_S68_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U78_N1_RNA_S68_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U78_N1_RNA_S68_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U78_N1_RNA_S68_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U78_U1_RNA_S69_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U78_U1_RNA_S69_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U78_U1_RNA_S69_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U78_U1_RNA_S69_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U87_N1_RNA_S70_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U87_N1_RNA_S70_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U87_N1_RNA_S70_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U87_N1_RNA_S70_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U87_U1_RNA_S71_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U87_U1_RNA_S71_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U87_U1_RNA_S71_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U87_U1_RNA_S71_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U88_N1_RNA_S72_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U88_N1_RNA_S72_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U88_N1_RNA_S72_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U88_N1_RNA_S72_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U88_U1_RNA_S73_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U88_U1_RNA_S73_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U88_U1_RNA_S73_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U88_U1_RNA_S73_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U910_N2_RNA_S74_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U910_N2_RNA_S74_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U910_N2_RNA_S74_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U910_N2_RNA_S74_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U910_U2_RNA_S75_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U910_U2_RNA_S75_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U910_U2_RNA_S75_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U910_U2_RNA_S75_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U99_N2_RNA_S76_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U99_N2_RNA_S76_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U99_N2_RNA_S76_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U99_N2_RNA_S76_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U99_U2_RNA_S77_L001_R1	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U99_U2_RNA_S77_L001_R1_trimmed.fastq.gz_paired_fastqc.zip
FastQC	all_sections	U99_U2_RNA_S77_L001_R2	/home/snbogan/Cross_pHox/CutAdapt_fastqs/fastQC_trimmed/U99_U2_RNA_S77_L001_R2_trimmed.fastq.gz_paired_fastqc.zip
